country,region_rank,region,region_maori,district,locality
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Lower Hutt,Wainuiomata Coast
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Lower Hutt,Waiwhetū
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Lower Hutt,Waterloo
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Lower Hutt,Woburn
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Lower Hutt,York Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Bideford
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Blairlogie
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Castlepoint
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Eketāhuna
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Homebush
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Homewood
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Kaituna
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Kiriwhakapapa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Kōpuaranga
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Kuripuni
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Lansdowne
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Mangapakeha
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Masterton
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Matahiwi
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Mataikona
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Mauriceville
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Mikimiki
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Mount Bruce
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Ngāhape
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Ngaumu
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Ōpaki
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Otahome
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Rangitūmau
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Riversdale Beach
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Solway
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Stronvar
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Tauweru
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Te Ore Ore
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Tīnui
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Tīnui Valley
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Wainuioru
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Weraiti
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Whakataki
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Whangaehu Valley
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Masterton,Whareama
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Aotea
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Ascot Park
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Bradeys Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Browns Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Camborne
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Cannons Creek
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Colonial Knob
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Elsdon
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Hongoeka
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Ivey Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Judgeford
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Kenepuru
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Mana Island
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Paekākāriki Hill
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Papakōwhai
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Paremata
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Pāuatahanui
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Plimmerton
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Porirua City Centre
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Pukerua Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Rānui
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Takapūwāhia
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Te Awarua-o-Porirua Harbour
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Te Awarua-o-Porirua Harbour (Pauatahanui Arm)
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Te Onepoto Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Tītahi Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Waitangirua
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Porirua,Whitby
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Porirua City,Hongoeka Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Porirua City,Karehana Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Porirua City,Onepoto
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Porirua City,Pukerua Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Porirua City,Tītahi Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Ahikōuka
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Alsops Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Aorangi Forest Park
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Cape Palliser
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Dyerville
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Featherston
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Greytown
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Hinakura
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Kahutara
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Lake Ferry
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Lake Ōnoke
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Lake Reserve
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Lake Wairarapa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Martinborough
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Morison Bush
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Ocean Beach
Aotearoa,10,Wellington,Te Whanganui-a-Tara,South Wairarapa,Palliser Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Papawai
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Pirinoa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Remutaka Hill
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Ruakōkoputuna
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,South Featherston
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Tauwharenīkau
Aotearoa,10,Wellington,Te Whanganui-a-Tara,South Wairarapa,Tawapata Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Te Awaiti
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Tora
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Tuturumuri
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Western Lake
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Whāngaimoana
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,White Rock
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,South Wairarapa,Woodside
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Ākitio
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Alfredton
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Ballance
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Dannevirke
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Ihuraua
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Kaitawa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Kumeroa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Maharahara
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Makuri
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Mangamutu
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Mangatainoka
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Matamau
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Norsewood
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Pahiatua
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Papatawa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Pongaroa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Tīraumea
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Waione
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Waitahora
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Tararua,Woodville
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Akatarawa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Akatarawa Valley
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Birchville
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Blue Mountains
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Brown Owl
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Clouston Park
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Craigs Flat
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Ebdentown
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Elderslea
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Heretaunga
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Kaitoke
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Kingsley Heights
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Maidstone
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Mangaroa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Maoribank
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Maymorn
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Moonshine Valley
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Pinehaven
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Riverstone Terraces
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Silverstream
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Te Mārua
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Timberlea
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Tōtara Park
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Trentham
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Upper Hutt
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Wallaceville
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Upper Hutt,Whitemans Valley
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Aro Valley
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Balaena Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Berhampore
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Breaker Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Breaker Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Broadmeadows
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Brooklyn
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Churton Park
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Cook Strait
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Crofton Downs
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Evans Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Fitzroy Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Glenside
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Grenada
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Grenada Village
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Halfway Rocks
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Hataitai
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Highbury
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Horokiwi
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Houghton Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Houghton Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Island Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Island Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Johnsonville
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Kaiwharawhara
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Karaka Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Karaka Bays
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Karori
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Kau Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Kelburn
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Khandallah
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Kilbirnie
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Kingston
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Lambton Harbour
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Little Karaka Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Lyall Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Lyall Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Māhanga Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Mākara
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Mākara Beach
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Maupuia
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Melrose
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Miramar
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Moa Point
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Mornington
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Mount Cook
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Mount Victoria
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Newlands
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Newtown
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Ngaio
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Ngauranga
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Northland
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Ōananga Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Ohariu
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Ohariu Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Ōhau Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Oriental Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Oriental Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Oteranga Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Ōwhiro Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Ōwhiro Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Paparangi
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Pipitea
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Rongotai
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Roseneath
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Scorching Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Seatoun
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Shelly Bay
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Southgate
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Strathmore Park
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Takapu Valley
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Tarakena Bay
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Taumaihi Island
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Tawa
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Te Aro
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Thorndon
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Tokomāpuna / Barrett Reef
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Tow Rock
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Vogeltown
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Wadestown
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Wellington
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Wellington Harbour / Port Nicholson
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Wilton
Aotearoa,10,Wellington,Te Whanga-nui-a-Tara,Wellington City,Woodridge
Aotearoa,10,Wellington,Te Whanganui-a-Tara,Wellington City,Worser Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Archway Islands
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Atapo
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Bainham
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Clifton
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Collingwood
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,East Tākaka
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Farewell Spit
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Golden Bay / Mohua
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Kaihoka
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Ligar Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Mangarākau
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Milnthorpe
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Motupipi
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Onekaka
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Pākawau
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Pākawau Inlet
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Parapara
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Parapara Inlet
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Patons Rock
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Pūponga
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Rakopi
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Rangihaeata
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Rockville
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Ruataniwha Inlet
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Tākaka
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Tākaka Hill
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Tata Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Tata Beach
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Tūtaki
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Upper Tākaka
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Wainui Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Wainui Inlet
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Whanganui Inlet
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay,Whariwharangi Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Cable Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Cave Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Goat Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Golden Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Parapara Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Rotokura / Cable Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Golden Bay Ward,Wainui Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Braeburn Range
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Glenhope
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Golden Downs
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Gowanbridge
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Howard
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Kerr Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Lake Matiri
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Lake Rotoiti
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Longford
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Mangles Valley
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Mātakitaki
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Matiri
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Murchison
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Nelson Lakes National Park
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Owen River
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Rotoroa
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Shenandoah
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Six Mile
Aotearoa,11,Tasman,Te Tai-o-Aorere,Lakes-Murchison,Woodstock
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Abel Tasman National Park
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Akersten Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Anapai Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Anatakapau Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Anchor Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Apple Tree Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Armchair Island
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Awaroa
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Awaroa Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Awaroa Inlet
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Ballon Rock
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Bark Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Bird Island
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Boundary Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Breaker Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Brereton Cove
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Brooklyn
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Canoe Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Coquille Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Cyathea Cove
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Dummy Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Fisherman Island
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Frenchman Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Goat Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Honeymoon Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Jackett Island
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Kaiteriteri
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Kākā Island
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Limestone Bay
Aotearoa,11,Tasman,Te Tai-o-Aorere,Motueka,Mārahau
