country,region_rank,region,region_maori,district,locality
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ahipara
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ahipara Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ahoroa Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Alhambra Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Arakaninihi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Arohaki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Arrow Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Assassination Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Aute Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Awaawaroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Awahoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Awanui
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Awarua
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Balleny Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Battleship Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Beacon Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Bens Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Bignell Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Bird Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Bird Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Black Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Black Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Black Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Blacksmiths Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Boat Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Boat Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Boulder Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Broadwood
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Bulling Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Butler Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cable Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cape Reinga
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cavalli Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cavalli Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cavalli Passage
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Chair Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Chew Tobacco Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Christmas Village Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Clendon Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Club Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cone Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cone Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Horoiwi AKA Cone Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cooey Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Cooks Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Coopers Beach
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Crowles Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Dead Whale Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Deep Water Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Dicks Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuwhangaikirehe Island AKA Dog Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Dolphin Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Dome Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Doubtless Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Doves Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,English Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motueka Island AKA Flat Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Flat Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Fraser Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Gable Islet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Great Exhibition Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hahangarua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hamaruru Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hanata Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Harakeke Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Haraweka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Haruru
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hat Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hauai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hauparua Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hautapu Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Helena Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hen and Chickens
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Herekino
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Herekino Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Herekino Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hihi
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hikunui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hinemahanga
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hinemahanga Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hokianga Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Honepoto Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hope Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Horeke
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hori Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Horonui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hororoa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hororoa Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Houhora
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Houhora Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Houhora Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Howe Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Huirangi Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hūkerenui
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Hukerenui Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Irimahuwheri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Jacks Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Joss Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaeo
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kahangaro Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaiaho Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaiaraara Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaihiki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaikohe
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaimarama Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaimaumau
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaingahoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaingaroa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaipo Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaipohue Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaiporohu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaitaia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaitirehe Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kaiwha Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kapiapia Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Karaka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Karerarera Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Karetu
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Karikari Moana
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Karikari Peninsula
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kawakaputa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kawakawa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Keokeo Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kerikeri
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kerikeri Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kikowhakarere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kinakina Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kio Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kirikiri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kirikiri Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kirita Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Koarea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kohanga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kōhatupapā AKA Ranfurly Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kohukohu
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kokorua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kopongatahi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Koputauaki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kororāreka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kotiroreka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kuiamokimoki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kuranui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Lake Ohia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Lake Ōmāpere
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Lake Ōwhareiti
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Lovers Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mahena Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mahenotapuku
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mahenotiti Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mahinepua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maire Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maitai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Manawaora Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Manawatāwhi AKA Great Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Manawatāwhi AKA Three Kings Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mangahawea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mangamuka
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mangōnui
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mangōnui Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Manning Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maomao Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maramaratotara Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maromaku
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maroro Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Marriott Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Marshall Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mataora Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matapaua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mātāpia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mataraua Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matariki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matariki Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matauri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matauri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matauwhi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matawaia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Matirarau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maukaha Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Maunganui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Middle Gable
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wairaupō AKA Milford Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mill Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mitimiti
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moekawa AKA South West Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moerewa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moewai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moki Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moko Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Mokomoko Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motatau
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motiti Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motu Kaimeanui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motu Kauri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motu Otamakupa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motu Papaka Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motu Wai Island / Red Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuaiuri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuarahi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuarohia Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuekaiti Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuhaku Island / Schooner Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuharakeke Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuhaua Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuhina Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuhuia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuiwi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukahakaha Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukahakaha Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukahakaha Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukaraka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukaroro
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukauri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukauri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukawaiti Island / Step Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukawanui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukiekie Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukiore Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukōkako Island / Piercy Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukotare Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motukumara Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motumaire Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motumareti Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motumorirau Island / Pauls Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motumuka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motungarara Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuoi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuone Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuoneone Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuopao Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuoroi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuotuna Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motupapa Island / Cocked Hat Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motupatiki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motupotaka (Black Rocks)
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuputa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moturahurahu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moturahurahu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moturoa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moturoa Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moturua Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutakupu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutākupu Island / Gannet Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutapere Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutapu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutara Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutara Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutara Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutara Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuterahiki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutere Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutokape Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motutupapaka Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuturua Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuwhakaururakau Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuwhariki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Motuwheteke Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moutahiauru Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Moutoki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Murimotu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngahau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngaiotonga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngararahae Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngaroimata Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngataki
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngataurua Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngatokaparangi Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngawai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngawha Springs
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngohitanu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngoio Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ngutukorari Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Nukuhakari Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Nukutaunga Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oahuru Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōamaru Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oashore Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōhaeawai
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōhau / West Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ohauhunga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ohaureko Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ohauroro Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ohututea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Okahu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōkaihau
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Okaituna Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Okaoko Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oke Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Okiato
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Okura Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Omahuta Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Omaia Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Omakiwi Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Omanaia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōmāpere
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Omiru Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōmōkau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Onekapua
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Onepoto Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Onepoto Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oneroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Onewhero Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opito Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opononi
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opourapa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opourua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opua
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opua Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opuna Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Opunga Cove
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōreteiti Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Orokaraka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Orokawa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oromahoe
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oromaki AKA North East Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Orongatea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Orongo Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oruaea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oruapopou Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oruatemanu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oruruhoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōtaipango AKA Henderson Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otamure Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōtara Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otarawhai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otarawhata Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ōtaua
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otauhaunui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otehei Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otengi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otiao Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otupoho Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Otuwhanga Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oue
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Outu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Owhatanga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Paekawa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Paengaroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Paewhenua Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Paihia
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pakahakaha Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pakaraka
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pakatahi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Panaki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Panguru
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Papakura Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Paparore
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Papatiki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Oneura Bay AKA Paradise Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Parakerake Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pararako Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Parawanui Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pareanui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Parekura Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pārengarenga Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pareparea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Paroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Parorenui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pataea Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Patamure Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Patunui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Patupahe Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pawarenga
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Peachgrove Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pekapeka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Peria
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Piapia Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pikaroro Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pillar Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pipi Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pipiroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pipiwai
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Piraunui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pirikawau Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Piwhane / Spirits Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pohatuwhakairi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pohueuorau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pomare Bay
